City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,san-pedro,4.7485,-6.6363,25.54,91,100,1.46,CI,1739146539
360,ko pha ngan,9.7578,100.0291,23.91,67,53,5.16,TH,1739146541
361,eastham,41.8301,-69.9739,-0.99,85,100,1.34,US,1739146277
362,kolonia town,6.964,158.206,31.06,84,75,3.6,FM,1739146544
363,atafu village,-8.5421,-172.5159,28.55,73,12,5.82,TK,1739146545
364,algona,43.07,-94.233,-3.95,50,0,2.57,US,1739146546
365,lashio,22.9333,97.75,9.16,58,1,0.66,MM,1739146547
366,taquarituba,-23.5331,-49.2444,21.51,87,32,2.62,BR,1739145709
367,okhotsk,59.3833,143.3,-23.0,69,0,8.52,RU,1739146549
368,batalha,-9.6778,-37.1247,25.47,78,99,6.07,BR,1739146550
369,santa isabel,-23.3156,-46.2214,23.61,94,25,1.22,BR,1739146390
370,kavieng,-2.5744,150.7967,29.28,64,70,5.77,PG,1739146552
371,tonning,54.3167,8.95,2.37,87,100,7.07,DE,1739146554
372,afaahiti,-17.75,-149.2833,26.86,70,9,1.87,PF,1739146555
373,port douglas,-16.4833,145.4667,26.1,83,98,0.08,AU,1739146556
374,al hamul,31.3115,31.1477,10.62,82,90,2.97,EG,1739146557
375,darovskoy,58.77,47.9564,-5.15,93,100,2.61,RU,1739146558
376,coquimbo,-29.9533,-71.3436,19.85,70,0,3.6,CL,1739146396
377,adam,22.3756,57.5233,19.06,66,1,2.05,OM,1739146560
378,dakhla,23.6848,-15.958,17.01,78,1,8.49,EH,1739146561
379,hamilton,39.1834,-84.5333,2.09,75,100,2.57,US,1739146282
380,thomson,33.4707,-82.5046,22.39,80,50,2.96,US,1739146564
381,vorkuta,67.5,64.0,-6.83,94,100,7.85,RU,1739146565
382,gera,50.8803,12.0819,-1.34,89,91,0.87,DE,1739146567
383,gadani,25.1185,66.7299,20.78,75,98,3.66,PK,1739146568
384,tucuma,-0.1833,-50.05,23.62,96,100,2.03,BR,1739146569
385,sao felix do xingu,-6.6447,-51.995,21.57,99,100,0.43,BR,1739146570
386,tacuarembo,-31.7333,-55.9833,30.7,33,0,4.54,UY,1739146571
387,north branch,45.5113,-92.9802,-9.94,81,35,1.52,US,1739146572
388,nombre de dios,23.85,-104.2333,26.66,14,0,3.14,MX,1739146573
389,jaen,38.0,-3.5,6.86,68,84,0.4,ES,1739146574
390,lucas,41.6501,-83.6666,-2.73,72,100,0.45,US,1739146575
391,mabaruma,8.2,-59.7833,21.56,100,65,0.73,GY,1739146576
392,port saint john's,-31.6229,29.5448,19.96,97,100,0.71,ZA,1739146577
393,priargunsk,50.3691,119.1012,-39.2,100,57,0.23,RU,1739146578
394,reggane,26.7158,0.1714,15.33,21,0,5.58,DZ,1739146579
395,yemva,62.59,50.8594,-10.87,95,42,2.66,RU,1739146581
396,ar rass,25.8694,43.4973,10.41,37,72,3.73,SA,1739146582
397,malango,-2.9627,119.9001,21.7,85,100,1.19,ID,1739146584
398,quellon,-43.1167,-73.6167,17.27,98,97,4.82,CL,1739146586
399,howrah,22.5892,88.3103,16.0,88,0,0.0,IN,1739146587
400,dar kulayb,26.0686,50.5039,15.53,53,49,5.94,BH,1739146588
401,centenario do sul,-22.8211,-51.5953,25.09,64,31,1.75,BR,1739146589
402,prince rupert,54.3161,-130.3201,1.05,61,100,5.14,CA,1739146590
403,puerto santa,-8.9906,-78.6456,20.75,92,96,2.69,PE,1739146591
404,boke,10.9409,-14.2967,21.83,75,38,1.06,GN,1739146592
405,saint-pierre,-21.3393,55.4781,25.82,83,75,2.06,RE,1739146594
406,codrington,-38.2667,141.9667,20.79,65,100,7.74,AU,1739146595
407,hotan,37.0997,79.9269,-2.0,50,53,0.25,CN,1739146596
408,tyukhtet,56.5389,89.3011,-10.3,91,100,6.77,RU,1739146597
409,burley,42.5357,-113.7928,2.33,51,0,3.09,US,1739146595
410,altai,46.3722,96.2583,-15.05,53,100,5.11,MN,1739146599
411,undurkhaan,47.3194,110.6556,-23.4,96,21,0.63,MN,1739146600
412,paita,-5.0892,-81.1144,24.57,81,88,4.33,PE,1739146601
413,nizhneudinsk,54.9076,99.0276,-13.3,92,100,1.36,RU,1739146602
414,dalandzadgad,43.5708,104.425,-9.5,47,3,7.35,MN,1739146603
415,tralee,52.2704,-9.7026,5.01,93,93,3.13,IE,1739146604
416,rasht,37.2808,49.5832,-0.24,97,89,1.36,IR,1739146605
417,pacasmayo,-7.4006,-79.5714,24.02,77,86,4.62,PE,1739146606
418,hastings,50.8552,0.5729,5.86,66,100,5.18,GB,1739146607
419,beira,-19.8436,34.8389,26.43,90,55,2.64,MZ,1739146609
420,taro,-8.3862,115.28,21.95,92,100,1.49,ID,1739146610
421,port lincoln,-34.7333,135.8667,20.86,72,18,7.35,AU,1739146611
422,nagqu,31.5,92.0,-10.12,51,55,1.59,CN,1739146612
423,malvan,16.0667,73.4667,24.79,63,37,2.59,IN,1739146613
424,gulu,2.7746,32.299,23.01,50,43,1.91,UG,1739146615
425,kuanda,56.3161,116.0806,-37.27,98,79,0.72,RU,1739146617
426,banfora,10.6333,-4.7667,27.66,14,26,1.34,BF,1739146618
427,taroa,8.7058,171.2275,27.47,77,24,4.71,MH,1739146619
428,tagab,34.855,69.6492,3.72,90,100,1.04,AF,1739146620
429,bardai,11.65,7.2333,20.61,17,50,4.34,NG,1739146621
430,trinidad,-14.8333,-64.9,22.54,97,54,1.57,BO,1739146623
431,sitka,57.0531,-135.33,2.17,84,98,0.77,US,1739146517
432,fortuna,40.5982,-124.1573,10.75,67,0,7.2,US,1739146625
433,mitu,1.1983,-70.1733,22.83,97,100,1.38,CO,1739146539
434,berdigestyakh,62.0989,126.6992,-37.95,100,91,1.43,RU,1739146627
435,new plymouth,-39.0667,174.0833,22.4,100,96,3.43,NZ,1739146628
436,akureyri,65.6835,-18.0878,6.96,61,0,8.23,IS,1739146629
437,north bend,43.4065,-124.2243,9.02,66,0,7.2,US,1739146358
438,el tigre,8.8875,-64.2454,27.79,54,99,6.3,VE,1739146631
439,pacific grove,36.6177,-121.9166,13.56,71,0,4.47,US,1739146632
440,saint-philippe,-21.3585,55.7679,26.64,86,45,3.46,RE,1739146633
441,midvagur,62.0511,-7.1939,6.46,75,75,3.6,FO,1739146634
442,puerto aysen,-45.4,-72.7,13.74,100,100,3.34,CL,1739146564
443,nouadhibou,20.931,-17.0347,17.99,55,0,7.72,MR,1739146636
444,kruisfontein,-34.0033,24.7314,17.76,74,100,1.18,ZA,1739146638
445,hawaiian paradise park,19.5933,-154.9731,26.04,71,40,5.14,US,1739146639
446,belmonte,-15.8631,-38.8828,24.69,86,79,2.53,BR,1739146641
447,fuengirola,36.54,-4.6247,12.14,87,75,1.54,ES,1739146642
448,waingapu,-9.6567,120.2641,27.84,78,100,7.74,ID,1739146643
449,hohhot,40.8106,111.6522,-17.84,71,0,1.0,CN,1739146644
450,ust'-kut,56.7938,105.7672,-17.27,100,100,1.88,RU,1739146645
451,villa maria grande,-31.6656,-59.9018,33.95,20,13,4.05,AR,1739146646
452,vila velha,-20.3297,-40.2925,26.97,78,75,1.54,BR,1739146647
453,muriae,-21.1306,-42.3664,22.41,92,95,1.5,BR,1739146650
454,igrim,63.1906,64.4162,-2.84,79,100,4.93,RU,1739146651
455,kone,-21.0595,164.8658,23.92,97,100,0.95,NC,1739146652
456,zhigalovo,54.8097,105.1578,-17.09,100,100,0.77,RU,1739146653
457,mangrol,21.1167,70.1167,21.02,42,2,3.96,IN,1739146654
458,drahichyn,52.1874,25.1597,-3.93,64,0,2.78,BY,1739146655
459,effium,6.6292,8.0593,28.4,66,66,3.49,NG,1739146656
460,mozarlandia,-14.7447,-50.5706,22.23,84,100,2.01,BR,1739146657
461,roven'ky,48.0833,39.3776,-11.91,96,66,2.39,UA,1739146658
462,aquin,18.2833,-73.4,24.01,79,17,0.16,HT,1739146659
463,umm kaddadah,13.6017,26.6876,18.25,22,2,6.07,SD,1739146660
464,cataingan,12.003,123.992,24.95,89,100,7.36,PH,1739146662
465,inhambane,-23.865,35.3833,24.58,97,94,1.42,MZ,1739146663
466,lethem,3.3803,-59.7968,28.46,60,96,4.74,GY,1739146664
467,kuqa,41.7278,82.9364,-5.95,71,5,1.09,CN,1739146665
468,jumla,29.2747,82.1838,-0.39,52,0,2.66,NP,1739146666
469,souillac,-20.5167,57.5167,26.21,83,20,1.54,MU,1739146667
470,ar ruways,24.1103,52.7306,15.86,69,29,5.82,AE,1739146668
471,rehoboth,-23.3167,17.0833,23.81,61,100,1.21,NA,1739146669
472,hailey,43.5196,-114.3153,-3.95,63,75,4.63,US,1739146670
473,sitia,35.2,26.0986,9.98,66,84,12.97,GR,1739146671
474,nar'yan-mar,67.6713,53.087,-5.09,89,100,8.24,RU,1739146672
475,jakobstad,63.6749,22.7026,-2.91,91,6,5.71,FI,1739146673
476,richlands,37.0932,-81.7937,1.67,78,61,1.63,US,1739146674
477,glencoe,-28.1783,30.147,17.17,97,100,0.79,ZA,1739146550
478,pemba,-12.974,40.5178,26.39,94,75,1.75,MZ,1739146677
479,ozd,48.2167,20.3,3.14,57,100,0.27,HU,1739146678
480,pingliang,35.5392,106.6861,-1.97,56,5,1.95,CN,1739146679
481,chonchi,-42.6128,-73.8092,18.4,99,100,4.5,CL,1739146680
482,tefe,-3.3542,-64.7114,22.91,99,100,1.05,BR,1739146681
483,lander,42.833,-108.7307,-0.55,24,0,3.09,US,1739146475
484,ha'il,27.5219,41.6907,6.01,42,0,2.06,SA,1739146683
485,alto barinas,8.5931,-70.2261,31.16,38,62,1.76,VE,1739146684
486,anyama,5.4946,-4.0518,24.45,86,97,1.47,CI,1739146686
487,suntar,62.1444,117.6319,-29.09,96,100,2.19,RU,1739146687
488,ikirun,7.9167,4.6667,25.17,77,39,2.22,NG,1739146688
489,yuzhno-kurilsk,44.0306,145.8556,-2.27,82,100,9.18,RU,1739146689
490,dhar,22.6,75.3,19.31,39,5,1.21,IN,1739146690
491,taltal,-25.4,-70.4833,20.18,86,41,0.4,CL,1739146221
492,rumonge,-3.9736,29.4386,24.15,70,3,1.13,BI,1739146692
493,zheshart,62.0731,49.5733,-7.73,97,87,3.01,RU,1739146693
494,butte,39.6499,-121.5677,14.01,31,0,4.12,US,1739146694
495,bhadasar,28.2833,74.3167,16.7,16,18,1.95,IN,1739146695
496,sisimiut,66.9395,-53.6735,-21.78,99,99,3.63,GL,1739146696
497,karasuk,53.7377,78.0403,-9.99,98,93,3.58,RU,1739146697
498,nieuw amsterdam,5.8833,-55.0833,24.87,85,84,4.71,SR,1739146698
499,mafinga,-7.25,35.0667,18.31,97,57,1.6,TZ,1739146699
500,asubulaq,49.5583,83.0558,-18.78,99,98,2.08,KZ,1739146701
501,arno,60.1167,18.6333,-2.02,91,7,1.34,SE,1739146702
502,guatrache,-37.6678,-63.5302,29.69,41,66,5.02,AR,1739146703
503,lycksele,64.5954,18.6735,-5.07,93,16,3.09,SE,1739146704
504,le treport,50.0598,1.3758,5.21,87,100,3.95,FR,1739146705
505,tynda,55.1667,124.7167,-32.3,98,100,0.94,RU,1739146706
506,atbasar,51.8,68.3333,-14.97,96,7,1.64,KZ,1739146707
507,acapulco de juarez,16.8634,-99.8901,27.9,69,0,4.12,MX,1739146708
508,san vicente,-26.6167,-54.1333,22.3,74,76,1.31,AR,1739146709
509,qamdo,31.1667,97.2333,-6.4,89,99,0.44,CN,1739146710
510,cabedelo,-6.9811,-34.8339,25.37,69,99,5.89,BR,1739146452
511,tatsinskiy,48.1968,41.2756,-9.31,96,86,2.29,RU,1739146714
512,san rafael del yuma,18.4299,-68.6739,23.11,82,0,4.25,DO,1739146715
513,kingston,17.997,-76.7936,27.53,65,20,4.12,JM,1739146420
514,cururupu,-1.8283,-44.8683,22.78,100,98,0.36,BR,1739146717
515,greenland,43.0362,-70.8328,-1.75,82,100,2.48,US,1739146718
516,chegdomyn,51.1167,133.0167,-18.42,94,100,0.26,RU,1739146719
517,yaren,-0.5472,166.916,26.33,74,26,4.54,NR,1739146720
518,bataipora,-22.2953,-53.2711,25.82,60,18,2.37,BR,1739146721
519,kalaleh,37.3807,55.4916,-0.22,100,100,0.0,IR,1739146722
520,long beach,33.767,-118.1892,19.47,58,0,6.69,US,1739146254
521,popondetta,-8.7537,148.2534,27.33,88,99,1.4,PG,1739146724
522,komsomolets,53.7453,62.0708,-11.65,96,55,2.36,KZ,1739146726
523,mananjary,-21.2167,48.3333,24.85,90,96,1.49,MG,1739146727
524,yuci,37.6803,112.7319,-10.14,57,0,1.0,CN,1739146729
525,nadvoitsy,63.8667,34.3167,-7.39,92,90,4.44,RU,1739146731
526,calderitas,18.55,-88.25,27.06,78,75,3.09,MX,1739146733
527,marlborough,-41.6667,173.5,22.13,51,83,1.67,NZ,1739146639
528,lincoln,40.8,-96.667,1.83,50,0,1.34,US,1739146395
529,sumbe,-11.2061,13.8437,25.88,86,80,2.07,AO,1739146737
530,khabary,53.6259,79.5345,-12.43,100,99,3.52,RU,1739146738
531,cherepanovo,54.2222,83.381,-9.92,96,99,4.43,RU,1739146739
532,colonia,50.9333,6.95,2.92,88,96,1.41,DE,1739146559
533,barra de santo antonio,-9.4047,-35.5072,26.3,74,94,4.07,BR,1739146741
534,rosiorii de vede,44.1167,24.9833,-2.7,49,0,2.18,RO,1739146743
535,bonanza,14.0289,-84.591,21.47,90,81,1.38,NI,1739146744
536,singaparna,-7.3515,108.111,23.4,89,100,0.45,ID,1739146747
537,pariaman,-0.619,100.12,24.03,80,91,2.15,ID,1739146748
538,oliver,49.1831,-119.5524,-0.05,40,16,4.63,CA,1739146749
539,manay,7.215,126.5397,25.75,82,99,2.3,PH,1739146750
540,sabha,27.0377,14.4283,11.43,48,0,3.71,LY,1739146751
541,puerto colombia,10.9878,-74.9547,26.05,82,48,12.98,CO,1739146752
542,patnanungan,14.7833,122.1833,24.47,89,100,9.81,PH,1739146753
543,pozarevac,44.6153,21.1825,-1.05,54,100,4.76,RS,1739146754
544,la mira,18.035,-102.3266,28.34,52,0,4.32,MX,1739146755
545,szubin,53.0097,17.74,-1.05,74,0,4.63,PL,1739146759
546,alaghsas,17.0187,8.0168,22.45,18,30,6.4,NE,1739146760
547,egilsstadir,65.2653,-14.3948,6.95,65,0,6.69,IS,1739146761
548,pangkalanbuun,-2.6833,111.6167,25.1,90,100,1.1,ID,1739146762
549,xiuyan,40.2928,123.2744,-12.01,66,44,0.45,CN,1739146763
550,cromer,52.9312,1.2989,5.08,83,100,9.84,GB,1739146764
551,miles city,46.4083,-105.8406,-13.46,72,0,2.57,US,1739146765
552,siavonga,-16.5382,28.7088,23.24,83,98,1.42,ZM,1739146752
553,batie,9.8833,-2.9167,27.55,15,39,1.45,BF,1739146767
554,eshowe,-28.8865,31.4699,18.45,93,100,1.94,ZA,1739146769
555,tual,-5.6667,132.75,28.91,83,100,8.25,ID,1739146770
556,mancio lima,-7.6142,-72.8958,24.04,100,75,0.0,BR,1739146772
557,beloyarskiy,63.7119,66.6722,-7.91,95,100,2.79,RU,1739146773
558,nadi,-17.8,177.4167,32.0,66,40,3.09,FJ,1739146775
559,lichuan,30.3,108.85,-0.94,72,7,0.9,CN,1739146777
